id,label
1,1.1368583727744408e-05
2,2.7723708626581356e-06
3,5.409342975326581e-06
4,2.2635536879533902e-05
5,0.9999967813491821
6,0.9984084963798523
7,1.0
8,0.9999940395355225
9,1.0
10,1.0
11,1.0
12,0.00013552905875258148
13,0.9999994039535522
14,0.9987712502479553
15,1.0
16,0.9999504089355469
17,0.001165795256383717
18,1.6554009718561247e-08
19,1.0
20,1.0
21,1.5720631836302346e-06
22,0.9999959468841553
23,1.3736531627728255e-06
24,0.03477524220943451
25,0.9999988079071045
26,0.00010178927914239466
27,1.1049244221794652e-06
28,1.0
29,0.9529120922088623
30,4.098706995137036e-05
31,6.135686021480069e-07
32,0.27212995290756226
33,0.0020156519021838903
34,0.9999889135360718
35,1.0
36,0.9999934434890747
37,1.0
38,1.0
39,0.07886604219675064
40,0.9999973773956299
41,0.0013795103877782822
42,8.297757290165464e-07
43,8.104705102596199e-07
44,0.018974823877215385
45,1.0
46,0.000782156886998564
47,0.9999998807907104
48,0.0003669738071039319
49,1.0023113645729609e-06
50,0.9999994039535522
51,1.0
52,1.0
53,0.9999982118606567
54,1.0
55,1.0
56,2.8983733955101343e-06
57,3.2536472645006143e-06
58,1.0
59,0.00017119226686190814
60,0.9999991655349731
61,0.9993144273757935
62,0.00166603724937886
63,0.9999837875366211
64,0.9789791703224182
65,4.2900941480183974e-05
66,3.141365232295357e-05
67,0.0005409494624473155
68,1.0
69,0.001833100919611752
70,2.1385702098086767e-07
71,0.0016448191599920392
72,1.3882488758554246e-07
73,1.659605786130669e-08
74,0.001549264881759882
75,0.9996004700660706
76,0.0015966470818966627
77,5.102088107378222e-05
78,1.3597410770671559e-06
79,1.4235525668482296e-05
80,0.9999998807907104
81,0.05441902577877045
82,1.0
83,0.00014969731273595244
84,0.9991340041160583
85,0.0005619466537609696
86,0.18576204776763916
87,1.5158291716943495e-05
88,7.94539914750203e-07
89,1.0
90,0.38948798179626465
91,0.9939861297607422
92,1.0
93,1.0
94,6.238086825760547e-06
95,0.00016966761904768646
96,0.9999996423721313
97,1.2196508691886265e-07
98,0.0009296134812757373
99,1.0
100,0.999733030796051
101,0.9999984502792358
102,2.9670125059055863e-06
103,1.0
104,0.999997615814209
105,0.0001215400334331207
106,0.0001328744547208771
107,0.9999982118606567
108,0.9999998807907104
109,0.057972248643636703
110,0.00035904126707464457
111,0.002882980043068528
112,7.006276518950472e-07
113,1.213710584124783e-05
114,1.0
115,0.9949060678482056
116,1.0
117,0.9999986886978149
118,0.0022987450938671827
119,4.491499225878215e-07
120,0.995954155921936
121,0.9871585965156555
122,1.0
123,0.9999966621398926
124,0.9999998807907104
125,0.9999969005584717
126,0.8821994662284851
127,9.843504813034087e-05
128,1.0
129,1.0
130,0.11694111675024033
131,0.01132437214255333
132,0.0004709429631475359
133,0.7835429906845093
134,0.9999998807907104
135,1.0
136,0.9999971389770508
137,9.119283994607486e-09
138,0.1945262998342514
139,0.9944234490394592
140,1.0
141,1.0
142,3.5583896078605903e-06
143,1.0057766530735535e-06
144,0.9179964065551758
145,0.9999873638153076
146,4.608720246324083e-06
147,6.322648550849408e-05
148,0.2957448661327362
149,0.9999997615814209
150,0.9997031092643738
151,0.00025638064835220575
152,1.0
153,1.0
154,1.0
155,4.301647095417138e-06
156,1.0
157,1.0
158,2.4086042685667053e-05
159,2.6416928449179977e-05
160,0.00361418048851192
161,1.0
162,0.9999996423721313
163,1.0
164,1.3048053915554192e-05
165,0.9592844843864441
166,0.8812418580055237
167,7.230548959569205e-08
168,1.0
169,1.0
170,0.4362722933292389
171,0.9986324906349182
172,0.026266133412718773
173,0.003498087404295802
174,1.0
175,1.6399384072940393e-09
176,0.006686368025839329
177,0.06526722759008408
178,0.0016908787656575441
179,0.05112333968281746
180,0.9999996423721313
181,3.911645052312451e-08
182,1.4652415813998232e-07
183,1.0
184,0.9997695088386536
185,0.9999998807907104
186,1.0
187,1.0
188,1.0
189,0.9999959468841553
190,0.00011328276741551235
191,0.9999990463256836
192,0.9999992847442627
193,0.9999828338623047
194,1.0
195,0.0018766428111121058
196,0.0676194503903389
197,0.004813906736671925
198,1.0
199,0.7392278909683228
200,0.01359926164150238
201,0.0005321713979355991
202,1.0
203,4.0416077240479353e-07
204,1.3506190610357294e-09
205,1.0
206,1.0
207,0.00026391734718345106
208,0.9992793202400208
209,1.0
210,1.0
211,7.629090958971574e-08
212,4.529408397502266e-05
213,0.9807868599891663
214,0.078974150121212
215,5.680554338027832e-08
216,9.899381984723732e-05
217,0.0006128880777396262
218,1.0
219,1.6141859305207618e-05
220,6.245655822567642e-05
221,1.0
222,9.103177234237592e-08
223,0.0528206042945385
224,1.0
225,5.5426309700123966e-05
226,9.740143696035375e-07
227,3.81312747776974e-05
228,1.0
229,7.055204065409271e-08
230,0.9999536275863647
231,0.0017685528146103024
232,0.871939480304718
233,1.0
234,0.9992949962615967
235,0.0034466406796127558
236,0.01214428711682558
237,1.0
238,0.00018610808183439076
239,1.0
240,8.523892915945908e-07
241,2.771691640646168e-07
242,9.537679943605326e-07
243,0.9999512434005737
244,0.0007073679589666426
245,0.0017505849245935678
246,0.9990257024765015
247,1.3415565547347796e-08
248,1.0
249,0.999947190284729
250,3.06670955296795e-08
251,6.66356581024985e-10
252,1.0
253,0.00046714895870536566
254,0.9988559484481812
255,0.9983090162277222
256,1.0
257,0.00022512143186759204
258,1.7346906133752782e-07
259,1.0
260,1.0
261,1.0
262,6.114718416938558e-05
263,0.9997182488441467
264,0.9991076588630676
265,0.018238749355077744
266,1.0
267,1.0
268,1.0
269,0.00020091889018658549
270,1.5516705786922103e-07
271,0.00042167093488387764
272,1.0
273,0.00031626649433746934
274,1.0
275,0.9990836381912231
276,0.00016484115622006357
277,0.004283100366592407
278,0.9999998807907104
279,1.0
280,1.8076712876791134e-05
281,0.018434520810842514
282,0.0010030383709818125
283,1.0
284,8.825965051073581e-05
285,1.0
286,8.155451496349997e-07
287,1.0
288,1.0
